source,cell_id,family,held_out,severity,asd_policy,seed,detector,t_rel,rho_w,poison_collapsed,gated_recovers,oracle_recovers,gs_label,gs_snr,gs_event_time,native_snr_w,rho_w_over_gs_snr
synthetic_archive,212,narrowband_tone,True,3.0,welch,21200034,H1,-0.8434132188603659,6927.986182800227,False,True,False,,,,,
synthetic_archive,213,narrowband_tone,True,3.0,welch,21300051,H1,-0.5195179911265705,19706.25338689944,False,True,False,,,,,
synthetic_archive,214,narrowband_tone,True,3.0,welch,21400068,L1,-1.226209436053719,585.679469110567,False,True,True,,,,,
synthetic_archive,215,narrowband_tone,True,3.0,stationary,21500000,H1,-0.3755392316509588,18463.39476974296,True,True,True,,,,,
synthetic_archive,216,narrowband_tone,True,3.0,stationary,21600017,H1,-1.1083574797572635,5339.056980248399,False,True,True,,,,,
synthetic_archive,217,narrowband_tone,True,3.0,stationary,21700034,H1,-1.113969473377423,11239.063706862024,False,True,True,,,,,
synthetic_archive,218,narrowband_tone,True,3.0,stationary,21800051,H1,-0.9243880981630086,11169.812784165984,True,True,True,,,,,
synthetic_archive,219,narrowband_tone,True,3.0,stationary,21900068,L1,-0.911903197358356,1326.5277463579298,False,True,True,,,,,
synthetic_archive,220,narrowband_tone,True,6.0,welch,22000000,H1,-0.3391875767199823,24463.99782529907,False,True,True,,,,,
synthetic_archive,221,narrowband_tone,True,6.0,welch,22100017,H1,-0.7015813584675429,24521.482500477498,False,True,True,,,,,
