cell_id,family,rho_w_target,rho_w,seed,t_rel,params_json,amp_scale,poison_lo,poison_med,poison_hi,poison_collapsed,gated_lo,gated_med,gated_hi,gated_recovers,detector_n_gates,detector_fired,gates_json,error,elapsed_s
73,broadband_burst,26.826957952797258,26.826957952797258,4500,-0.8723302821516835,"{""duration"": 0.0739597949548213}",1.1172269665918643e-21,19.78912944793701,35.53971862792969,45.46763019561767,False,20.08867950439453,34.07892036437988,45.36040744781494,True,0,False,[],,5.618
74,broadband_burst,71.96856730011521,71.96856730011521,4500,-0.8723302821516835,"{""duration"": 0.0739597949548213}",2.9971800856491175e-21,21.155494499206544,35.014835357666016,45.25371475219727,False,19.022787475585936,33.9787712097168,45.57038249969482,True,1,True,"[[-1.713, -0.037]]",,3.673
75,broadband_burst,193.06977288832496,193.06977288832496,4500,-0.8723302821516835,"{""duration"": 0.0739597949548213}",8.040522413467013e-21,23.177014064788818,35.65440559387207,43.979739379882815,False,19.352647590637208,34.17367935180664,45.47436580657959,True,1,True,"[[-1.713, -0.037]]",,3.355
76,broadband_burst,517.9474679231213,517.9474679231213,4500,-0.8723302821516835,"{""duration"": 0.0739597949548213}",2.157027567046036e-20,10.821456146240234,13.030946731567383,15.777113723754882,False,18.73275032043457,33.48501205444336,45.31047172546386,True,1,True,"[[-1.713, -0.037]]",,3.124
77,broadband_burst,1389.4954943731375,1389.4954943731375,4500,-0.8723302821516835,"{""duration"": 0.0739597949548213}",5.786648784416856e-20,13.00479965209961,17.332979202270508,19.436951065063475,False,19.35302677154541,33.93089294433594,45.40956134796143,True,1,True,"[[-1.838, 0.088]]",,3.167
78,broadband_burst,3727.593720314938,3727.593720314938,4500,-0.8723302821516835,"{""duration"": 0.0739597949548213}",1.5523818362715625e-19,8.780937957763673,8.834827423095703,8.8694673538208,True,17.781602096557616,32.799530029296875,44.70924739837646,True,2,True,"[[-2.0, 0.088], [0.912, 1.963]]",,3.269
79,broadband_burst,10000.0,10000.0,4500,-0.8723302821516835,"{""duration"": 0.0739597949548213}",4.164568224834343e-19,99.94864654541016,99.99995422363281,100.00152931213378,True,20.344003677368164,33.84982872009277,44.671590423583986,True,1,True,"[[-2.0, 2.0]]",,3.128
80,sine_gaussian,30.0,30.0,0,-0.7356459752142549,"{""f0"": 102.84241271624498, ""q"": 3.4916822872343363}",3.088998654344471e-21,16.547381973266603,31.623021125793457,44.77226867675781,False,15.725373077392579,30.226937294006348,45.15057544708252,True,1,True,"[[-1.338, -0.162]]",,5.567
81,sine_gaussian,100.0,100.0,0,-0.7356459752142549,"{""f0"": 102.84241271624498, ""q"": 3.4916822872343363}",1.0296662181148237e-20,11.4864652633667,15.388490676879883,32.896004104614256,False,16.578223609924315,31.77925968170166,44.856888389587404,True,1,True,"[[-1.588, 0.088]]",,5.581
82,sine_gaussian,10.0,10.0,1,-0.885814050359692,"{""f0"": 286.62519800800254, ""q"": 4.729915352635604}",1.235992357970374e-21,18.505198287963868,34.30926704406738,44.944780349731445,False,18.65400276184082,34.47498321533203,45.76738357543945,True,0,False,[],,5.286
83,sine_gaussian,30.0,30.0,1,-0.885814050359692,"{""f0"": 286.62519800800254, ""q"": 4.729915352635604}",3.7079770739111216e-21,18.41012783050537,33.88534355163574,45.26427803039551,False,19.77245349884033,35.539520263671875,45.43276824951172,True,1,True,"[[-1.713, -0.162]]",,4.719
84,sine_gaussian,100.0,100.0,1,-0.885814050359692,"{""f0"": 286.62519800800254, ""q"": 4.729915352635604}",1.2359923579703739e-20,19.783070755004882,34.56368637084961,45.28723621368408,False,18.50097789764404,34.19708824157715,45.09113616943359,True,1,True,"[[-1.713, -0.037]]",,5.918
85,sine_gaussian,10.0,10.0,2,-1.1860654389008203,"{""f0"": 110.59260872181329, ""q"": 12.770708887131363}",5.226666476447327e-22,19.51125774383545,34.57333564758301,45.2637134552002,False,18.925056076049806,32.73931884765625,45.03905429840088,True,0,False,[],,5.582
86,sine_gaussian,30.0,30.0,2,-1.1860654389008203,"{""f0"": 110.59260872181329, ""q"": 12.770708887131363}",1.567999942934198e-21,18.634264373779295,34.75397300720215,45.2660795211792,False,18.902317619323732,33.31896209716797,45.188357543945315,True,0,False,[],,5.613
87,sine_gaussian,100.0,100.0,2,-1.1860654389008203,"{""f0"": 110.59260872181329, ""q"": 12.770708887131363}",5.2266664764473265e-21,19.00646209716797,34.37701416015625,45.47989158630371,False,16.621742057800294,32.84440612792969,45.15405921936035,True,1,True,"[[-1.963, -0.537]]",,5.109
88,sine_gaussian,10.0,10.0,3,-1.3972209994276508,"{""f0"": 93.93883678094691, ""q"": 12.615293582476763}",5.458116057865184e-22,19.896165657043458,34.52082443237305,45.35880031585693,False,20.175152206420897,34.43069839477539,45.054689979553224,True,0,False,[],,4.942
89,sine_gaussian,30.0,30.0,3,-1.3972209994276508,"{""f0"": 93.93883678094691, ""q"": 12.615293582476763}",1.6374348173595555e-21,20.946092414855958,35.16194152832031,44.408032989501955,False,14.816449737548828,28.733556747436523,43.726455497741696,True,1,True,"[[-2.0, -0.912]]",,5.553
90,sine_gaussian,100.0,100.0,3,-1.3972209994276508,"{""f0"": 93.93883678094691, ""q"": 12.615293582476763}",5.4581160578651844e-21,13.524739646911621,18.78034210205078,39.35340232849121,False,17.677265548706053,32.716257095336914,44.82646026611328,True,1,True,"[[-2.0, -0.787]]",,5.349
